, acc 1
2019-04-15T11:39:25.875381: step 16682, loss 7.74156e-06, acc 1
2019-04-15T11:39:26.007029: step 16683, loss 0.000343653, acc 1
2019-04-15T11:39:26.146616: step 16684, loss 0.000527614, acc 1
2019-04-15T11:39:26.286244: step 16685, loss 3.70261e-06, acc 1
2019-04-15T11:39:26.420883: step 16686, loss 3.08073e-05, acc 1
2019-04-15T11:39:26.557516: step 16687, loss 9.76466e-05, acc 1
2019-04-15T11:39:26.697144: step 16688, loss 3.27824e-07, acc 1
2019-04-15T11:39:26.830786: step 16689, loss 4.35831e-06, acc 1
2019-04-15T11:39:26.965428: step 16690, loss 3.03592e-06, acc 1
2019-04-15T11:39:27.099108: step 16691, loss 1.49011e-07, acc 1
2019-04-15T11:39:27.235703: step 16692, loss 2.79397e-08, acc 1
2019-04-15T11:39:27.373335: step 16693, loss 0.000174409, acc 1
2019-04-15T11:39:27.517948: step 16694, loss 4.20572e-05, acc 1
2019-04-15T11:39:27.662562: step 16695, loss 1.97439e-07, acc 1
2019-04-15T11:39:27.798199: step 16696, loss 9.63907e-06, acc 1
2019-04-15T11:39:27.929846: step 16697, loss 0.000729148, acc 1
2019-04-15T11:39:28.065484: step 16698, loss 7.92173e-06, acc 1
2019-04-15T11:39:28.200162: step 16699, loss 0.000137084, acc 1
2019-04-15T11:39:28.333771: step 16700, loss 5.0477e-07, acc 1

Evaluation:
2019-04-15T11:39:28.639947: step 16700, loss 5.69878, acc 0.727955

Saved model checkpoint to C:\Users\王博\Desktop\work\9. 新毕设\1. 对比方法\cnn-text-classification-tf-master\runs\1555296597\checkpoints\model-16700

2019-04-15T11:39:29.264035: step 16701, loss 4.20192e-05, acc 1
2019-04-15T11:39:29.392691: step 16702, loss 5.10218e-05, acc 1
2019-04-15T11:39:29.527331: step 16703, loss 3.16649e-08, acc 1
2019-04-15T11:39:29.662969: step 16704, loss 4.99981e-05, acc 1
2019-04-15T11:39:29.801597: step 16705, loss 0.000638997, acc 1
2019-04-15T11:39:29.936237: step 16706, loss 0.000328274, acc 1
2019-04-15T11:39:30.075864: step 16707, loss 7.59509e-05, acc 1
2019-04-15T11:39:30.216487: step 16708, loss 1.27006e-05, acc 1
2019-04-15T11:39:30.357112: step 16709, loss 3.76446e-05, acc 1
2019-04-15T11:39:30.514690: step 16710, loss 2.2611e-06, acc 1
2019-04-15T11:39:30.677255: step 16711, loss 3.72529e-09, acc 1
2019-04-15T11:39:30.830845: step 16712, loss 6.54956e-06, acc 1
2019-04-15T11:39:30.968476: step 16713, loss 8.20281e-05, acc 1
2019-04-15T11:39:31.105111: step 16714, loss 8.02247e-05, acc 1
2019-04-15T11:39:31.239791: step 16715, loss 0.000797512, acc 1
2019-04-15T11:39:31.372398: step 16716, loss 1.86444e-06, acc 1
2019-04-15T11:39:31.513020: step 16717, loss 1.67751e-05, acc 1
2019-04-15T11:39:31.660625: step 16718, loss 0.000187646, acc 1
2019-04-15T11:39:31.799255: step 16719, loss 0.104348, acc 0.984375
2019-04-15T11:39:31.945862: step 16720, loss 2.24061e-06, acc 1
2019-04-15T11:39:32.080502: step 16721, loss 8.63892e-05, acc 1
2019-04-15T11:39:32.217175: step 16722, loss 3.53901e-07, acc 1
2019-04-15T11:39:32.351815: step 16723, loss 0.000415297, acc 1
2019-04-15T11:39:32.483425: step 16724, loss 0.000110214, acc 1
2019-04-15T11:39:32.619062: step 16725, loss 5.28737e-06, acc 1
2019-04-15T11:39:32.753702: step 16726, loss 4.23339e-06, acc 1
2019-04-15T11:39:32.893330: step 16727, loss 1.03316e-05, acc 1
2019-04-15T11:39:33.033953: step 16728, loss 0.000106478, acc 1
2019-04-15T11:39:33.169589: step 16729, loss 0.000224146, acc 1
2019-04-15T11:39:33.307221: step 16730, loss 3.33942e-06, acc 1
2019-04-15T11:39:33.442858: step 16731, loss 2.00386e-05, acc 1
2019-04-15T11:39:33.580490: step 16732, loss 0.000224611, acc 1
2019-04-15T11:39:33.724108: step 16733, loss 3.89831e-06, acc 1
2019-04-15T11:39:33.862775: step 16734, loss 4.09826e-05, acc 1
2019-04-15T11:39:33.996380: step 16735, loss 5.6486e-05, acc 1
2019-04-15T11:39:34.137002: step 16736, loss 2.94297e-07, acc 1
2019-04-15T11:39:34.273675: step 16737, loss 0.00380815, acc 1
2019-04-15T11:39:34.414260: step 16738, loss 3.03407e-06, acc 1
2019-04-15T11:39:34.559872: step 16739, loss 0.000231277, acc 1
2019-04-15T11:39:34.701492: step 16740, loss 0.000304636, acc 1
2019-04-15T11:39:34.837129: step 16741, loss 3.49033e-06, acc 1
2019-04-15T11:39:34.971769: step 16742, loss 4.26004e-05, acc 1
2019-04-15T11:39:35.109400: step 16743, loss 0.000741802, acc 1
2019-04-15T11:39:35.257007: step 16744, loss 5.02914e-08, acc 1
2019-04-15T11:39:35.392645: step 16745, loss 5.2354e-06, acc 1
2019-04-15T11:39:35.533306: step 16746, loss 0.00049258, acc 1
2019-04-15T11:39:35.679875: step 16747, loss 3.09197e-07, acc 1
2019-04-15T11:39:35.817506: step 16748, loss 7.33535e-06, acc 1
2019-04-15T11:39:35.953144: step 16749, loss 1.65767e-06, acc 1
2019-04-15T11:39:36.088781: step 16750, loss 9.12672e-07, acc 1
2019-04-15T11:39:36.225416: step 16751, loss 1.89613e-06, acc 1
2019-04-15T11:39:36.373021: step 16752, loss 0.000474738, acc 1
2019-04-15T11:39:36.510655: step 16753, loss 1.93715e-07, acc 1
2019-04-15T11:39:36.654268: step 16754, loss 3.80308e-06, acc 1
2019-04-15T11:39:36.789908: step 16755, loss 2.23517e-07, acc 1
2019-04-15T11:39:36.926541: step 16756, loss 1.01511e-06, acc 1
2019-04-15T11:39:37.079135: step 16757, loss 8.6408e-05, acc 1
2019-04-15T11:39:37.214770: step 16758, loss 0.00344283, acc 1
2019-04-15T11:39:37.349410: step 16759, loss 1.96686e-06, acc 1
2019-04-15T11:39:37.503996: step 16760, loss 3.26682e-06, acc 1
2019-04-15T11:39:37.644655: step 16761, loss 8.56816e-08, acc 1
2019-04-15T11:39:37.786241: step 16762, loss 7.32067e-06, acc 1
2019-04-15T11:39:37.921922: step 16763, loss 0.000692343, acc 1
2019-04-15T11:39:38.058513: step 16764, loss 1.17945e-05, acc 1
2019-04-15T11:39:38.192155: step 16765, loss 3.06205e-06, acc 1
2019-04-15T11:39:38.327794: step 16766, loss 3.5666e-05, acc 1
2019-04-15T11:39:38.465424: step 16767, loss 4.60067e-07, acc 1
2019-04-15T11:39:38.613031: step 16768, loss 5.97826e-05, acc 1
2019-04-15T11:39:38.755689: step 16769, loss 0.000108007, acc 1
2019-04-15T11:39:38.892284: step 16770, loss 7.98744e-05, acc 1
2019-04-15T11:39:39.026923: step 16771, loss 8.57817e-06, acc 1
2019-04-15T11:39:39.160605: step 16772, loss 1.19839e-05, acc 1
2019-04-15T11:39:39.298197: step 16773, loss 1.92599e-05, acc 1
2019-04-15T11:39:39.433836: step 16774, loss 2.56101e-06, acc 1
2019-04-15T11:39:39.575455: step 16775, loss 1.73963e-06, acc 1
2019-04-15T11:39:39.730042: step 16776, loss 1.695e-07, acc 1
2019-04-15T11:39:39.866715: step 16777, loss 2.03027e-07, acc 1
2019-04-15T11:39:40.005306: step 16778, loss 2.42143e-07, acc 1
2019-04-15T11:39:40.140943: step 16779, loss 2.88901e-05, acc 1
2019-04-15T11:39:40.280569: step 16780, loss 0.00393865, acc 1
2019-04-15T11:39:40.419199: step 16781, loss 0.00139049, acc 1
2019-04-15T11:39:40.555833: step 16782, loss 4.72661e-05, acc 1
2019-04-15T11:39:40.695460: step 16783, loss 2.16066e-07, acc 1
2019-04-15T11:39:40.842069: step 16784, loss 1.89989e-07, acc 1
2019-04-15T11:39:40.976744: step 16785, loss 0.000331401, acc 1
2019-04-15T11:39:41.117332: step 16786, loss 6.88893e-06, acc 1
2019-04-15T11:39:41.255960: step 16787, loss 0.000231884, acc 1
2019-04-15T11:39:41.392595: step 16788, loss 3.65061e-05, acc 1
2019-04-15T11:39:41.533221: step 16789, loss 4.69383e-07, acc 1
2019-04-15T11:39:41.673843: step 16790, loss 0.000628812, acc 1
2019-04-15T11:39:41.810515: step 16791, loss 5.51334e-07, acc 1
2019-04-15T11:39:41.959081: step 16792, loss 0.000315743, acc 1
2019-04-15T11:39:42.095717: step 16793, loss 1.5888e-06, acc 1
2019-04-15T11:39:42.230355: step 16794, loss 0.0992906, acc 0.984375
2019-04-15T11:39:42.363999: step 16795, loss 0.00154444, acc 1
2019-04-15T11:39:42.500634: step 16796, loss 5.88862e-06, acc 1
2019-04-15T11:39:42.647253: step 16797, loss 1.04313e-05, acc 1
2019-04-15T11:39:42.782879: step 16798, loss 6.87376e-06, acc 1
2019-04-15T11:39:42.918516: step 16799, loss 0.000372241, acc 1
2019-04-15T11:39:43.061132: step 16800, loss 2.66838e-05, acc 1

Evaluation:
2019-04-15T11:39:43.347368: step 16800, loss 5.82373, acc 0.713884

Saved model checkpoint to C:\Users\王博\Desktop\work\9. 新毕设\1. 对比方法\cnn-text-classification-tf-master\runs\1555296597\checkpoints\model-16800

2019-04-15T11:39:44.018861: step 16801, loss 7.93186e-06, acc 1
2019-04-15T11:39:44.151507: step 16802, loss 1.76579e-05, acc 1
2019-04-15T11:39:44.282198: step 16803, loss 3.19233e-06, acc 1
2019-04-15T11:39:44.414803: step 16804, loss 6.37647e-06, acc 1
2019-04-15T11:39:44.555426: step 16805, loss 0.000151827, acc 1
2019-04-15T11:39:44.704029: step 16806, loss 1.67508e-05, acc 1
2019-04-15T11:39:44.846647: step 16807, loss 9.68574e-08, acc 1
2019-04-15T11:39:44.990265: step 16808, loss 3.30141e-05, acc 1
2019-04-15T11:39:45.153825: step 16809, loss 6.51919e-07, acc 1
2019-04-15T11:39:45.318386: step 16810, loss 1.07059e-05, acc 1
2019-04-15T11:39:45.464994: step 16811, loss 0.0286617, acc 0.984375
2019-04-15T11:39:45.609607: step 16812, loss 7.6808e-06, acc 1
2019-04-15T11:39:45.746281: step 16813, loss 1.07658e-06, acc 1
2019-04-15T11:39:45.884872: step 16814, loss 9.06005e-05, acc 1
2019-04-15T11:39:46.020507: step 16815, loss 0.000222152, acc 1
2019-04-15T11:39:46.156145: step 16816, loss 0.00497135, acc 1
2019-04-15T11:39:46.291782: step 16817, loss 9.25711e-07, acc 1
2019-04-15T11:39:46.441382: step 16818, loss 0.00629459, acc 1
2019-04-15T11:39:46.580011: step 16819, loss 9.20437e-06, acc 1
2019-04-15T11:39:46.724624: step 16820, loss 7.30339e-05, acc 1
2019-04-15T11:39:46.861260: step 16821, loss 0.000664626, acc 1
2019-04-15T11:39:46.996896: step 16822, loss 3.72872e-06, acc 1
2019-04-15T11:39:47.132533: step 16823, loss 2.60011e-06, acc 1
2019-04-15T11:39:47.270194: step 16824, loss 4.52619e-07, acc 1
2019-04-15T11:39:47.407797: step 16825, loss 1.56252e-05, acc 1
2019-04-15T11:39:47.564378: step 16826, loss 6.16524e-07, acc 1
2019-04-15T11:39:47.707996: step 16827, loss 1.88675e-06, acc 1
2019-04-15T11:39:47.850614: step 16828, loss 1.11759e-08, acc 1
2019-04-15T11:39:47.992235: step 16829, loss 8.54489e-06, acc 1
2019-04-15T11:39:48.126875: step 16830, loss 0.000258972, acc 1
2019-04-15T11:39:48.261550: step 16831, loss 1.02016e-05, acc 1
2019-04-15T11:39:48.399185: step 16832, loss 7.47469e-05, acc 1
2019-04-15T11:39:48.534785: step 16833, loss 1.02445e-07, acc 1
2019-04-15T11:39:48.686377: step 16834, loss 1.89579e-05, acc 1
2019-04-15T11:39:48.824009: step 16835, loss 0.000114748, acc 1
2019-04-15T11:39:48.963636: step 16836, loss 1.2177e-05, acc 1
2019-04-15T11:39:49.099273: step 16837, loss 2.87394e-05, acc 1
2019-04-15T11:39:49.237902: step 16838, loss 1.11562e-05, acc 1
2019-04-15T11:39:49.375534: step 16839, loss 0.000296146, acc 1
2019-04-15T11:39:49.516197: step 16840, loss 4.94239e-05, acc 1
2019-04-15T11:39:49.661768: step 16841, loss 1.71544e-05, acc 1
2019-04-15T11:39:49.813363: step 16842, loss 1.05374e-05, acc 1
2019-04-15T11:39:49.951993: step 16843, loss 1.88126e-07, acc 1
2019-04-15T11:39:50.089624: step 16844, loss 0.000150536, acc 1
2019-04-15T11:39:50.232244: step 16845, loss 0.000489987, acc 1
2019-04-15T11:39:50.371871: step 16846, loss 2.30773e-06, acc 1
2019-04-15T11:39:50.510540: step 16847, loss 0.000611646, acc 1
2019-04-15T11:39:50.654114: step 16848, loss 1.19579e-06, acc 1
2019-04-15T11:39:50.794739: step 16849, loss 1.11759e-08, acc 1
2019-04-15T11:39:50.943340: step 16850, loss 0.000145058, acc 1
2019-04-15T11:39:51.081972: step 16851, loss 4.05284e-05, acc 1
2019-04-15T11:39:51.220599: step 16852, loss 8.38173e-07, acc 1
2019-04-15T11:39:51.359229: step 16853, loss 0.0127756, acc 0.984375
2019-04-15T11:39:51.500849: step 16854, loss 7.13651e-05, acc 1
2019-04-15T11:39:51.645463: step 16855, loss 2.6077e-08, acc 1
2019-04-15T11:39:51.784093: step 16856, loss 1.15389e-05, acc 1
2019-04-15T11:39:51.930701: step 16857, loss 1.04308e-07, acc 1
2019-04-15T11:39:52.080302: step 16858, loss 7.4013e-05, acc 1
2019-04-15T11:39:52.215938: step 16859, loss 4.56345e-07, acc 1
2019-04-15T11:39:52.352572: step 16860, loss 2.66357e-07, acc 1
2019-04-15T11:39:52.493196: step 16861, loss 2.6077e-08, acc 1
2019-04-15T11:39:52.636811: step 16862, loss 7.95068e-06, acc 1
2019-04-15T11:39:52.776439: step 16863, loss 8.37228e-06, acc 1
2019-04-15T11:39:52.913072: step 16864, loss 0.00051787, acc 1
2019-04-15T11:39:53.050705: step 16865, loss 8.95156e-05, acc 1
2019-04-15T11:39:53.199307: step 16866, loss 1.26386e-05, acc 1
2019-04-15T11:39:53.341926: step 16867, loss 1.49012e-08, acc 1
2019-04-15T11:39:53.484586: step 16868, loss 6.79068e-05, acc 1
2019-04-15T11:39:53.633147: step 16869, loss 4.26542e-07, acc 1
2019-04-15T11:39:53.773771: step 16870, loss 7.53951e-05, acc 1
2019-04-15T11:39:53.910444: step 16871, loss 2.70705e-05, acc 1
2019-04-15T11:39:54.050033: step 16872, loss 7.77558e-05, acc 1
2019-04-15T11:39:54.188661: step 16873, loss 1.86264e-08, acc 1
2019-04-15T11:39:54.339258: step 16874, loss 0.00081021, acc 1
2019-04-15T11:39:54.477888: step 16875, loss 4.7738e-05, acc 1
2019-04-15T11:39:54.618511: step 16876, loss 1.74893e-06, acc 1
2019-04-15T11:39:54.758137: step 16877, loss 0.000201683, acc 1
2019-04-15T11:39:54.896767: step 16878, loss 1.35037e-06, acc 1
2019-04-15T11:39:55.035396: step 16879, loss 1.22105e-05, acc 1
2019-04-15T11:39:55.169038: step 16880, loss 9.31322e-09, acc 1
2019-04-15T11:39:55.312654: step 16881, loss 0.00012558, acc 1
2019-04-15T11:39:55.462254: step 16882, loss 0.000401244, acc 1
2019-04-15T11:39:55.601885: step 16883, loss 0.00010313, acc 1
2019-04-15T11:39:55.741507: step 16884, loss 4.2468e-07, acc 1
2019-04-15T11:39:55.880138: step 16885, loss 1.86883e-05, acc 1
2019-04-15T11:39:56.016771: step 16886, loss 4.03412e-05, acc 1
2019-04-15T11:39:56.153444: step 16887, loss 3.44587e-07, acc 1
2019-04-15T11:39:56.294029: step 16888, loss 0, acc 1
2019-04-15T11:39:56.435651: step 16889, loss 0.000316759, acc 1
2019-04-15T11:39:56.591234: step 16890, loss 0.0400306, acc 0.984375
2019-04-15T11:39:56.730861: step 16891, loss 0.00404749, acc 1
2019-04-15T11:39:56.869491: step 16892, loss 5.26535e-06, acc 1
2019-04-15T11:39:57.005167: step 16893, loss 1.3411e-07, acc 1
2019-04-15T11:39:57.140765: step 16894, loss 0.00349277, acc 1
2019-04-15T11:39:57.275405: step 16895, loss 9.30926e-06, acc 1
2019-04-15T11:39:57.414035: step 16896, loss 3.87031e-06, acc 1
2019-04-15T11:39:57.552665: step 16897, loss 7.49932e-06, acc 1
2019-04-15T11:39:57.700268: step 16898, loss 1.49012e-08, acc 1
2019-04-15T11:39:57.835947: step 16899, loss 5.06636e-07, acc 1
2019-04-15T11:39:57.972542: step 16900, loss 6.12317e-05, acc 1

Evaluation:
2019-04-15T11:39:58.257777: step 16900, loss 5.70941, acc 0.727017

Saved model checkpoint to C:\Users\王博\Desktop\work\9. 新毕设\1. 对比方法\cnn-text-classification-tf-master\runs\1555296597\checkpoints\model-16900

2019-04-15T11:39:58.904049: step 16901, loss 1.59807e-06, acc 1
2019-04-15T11:39:59.031707: step 16902, loss 5.18475e-06, acc 1
2019-04-15T11:39:59.165408: step 16903, loss 1.42172e-05, acc 1
2019-04-15T11:39:59.299990: step 16904, loss 1.14018e-05, acc 1
2019-04-15T11:39:59.444603: step 16905, loss 1.071e-06, acc 1
2019-04-15T11:39:59.591212: step 16906, loss 0.00079085, acc 1
2019-04-15T11:39:59.741807: step 16907, loss 0.00596046, acc 1
2019-04-15T11:39:59.901382: step 16908, loss 9.05219e-07, acc 1
2019-04-15T11:40:00.070927: step 16909, loss 1.03188e-06, acc 1
2019-04-15T11:40:00.223521: step 16910, loss 1.75725e-05, acc 1
2019-04-15T11:40:00.379104: step 16911, loss 0.00023251, acc 1
2019-04-15T11:40:00.520725: step 16912, loss 0.00744791, acc 1
2019-04-15T11:40:00.664341: step 16913, loss 7.87885e-07, acc 1
2019-04-15T11:40:00.806959: step 16914, loss 9.39962e-05, acc 1
2019-04-15T11:40:00.948580: step 16915, loss 4.52974e-06, acc 1
2019-04-15T11:40:01.090201: step 16916, loss 0.00021033, acc 1
2019-04-15T11:40:01.224902: step 16917, loss 1.21093e-05, acc 1
2019-04-15T11:40:01.383418: step 16918, loss 2.59383e-05, acc 1
2019-04-15T11:40:01.522047: step 16919, loss 0.00186653, acc 1
2019-04-15T11:40:01.663668: step 16920, loss 0.00100008, acc 1
2019-04-15T11:40:01.802336: step 16921, loss 4.24682e-07, acc 1
2019-04-15T11:40:01.939928: step 16922, loss 1.23345e-05, acc 1
2019-04-15T11:40:02.079555: step 16923, loss 9.87199e-08, acc 1
2019-04-15T11:40:02.217227: step 16924, loss 3.45918e-05, acc 1
2019-04-15T11:40:02.354856: step 16925, loss 0.0852135, acc 0.984375
2019-04-15T11:40:02.491454: step 16926, loss 2.46403e-05, acc 1
2019-04-15T11:40:02.636066: step 16927, loss 1.19209e-07, acc 1
2019-04-15T11:40:02.771705: step 16928, loss 1.98451e-05, acc 1
2019-04-15T11:40:02.911343: step 16929, loss 1.39026e-05, acc 1
2019-04-15T11:40:03.049960: step 16930, loss 3.58334e-06, acc 1
2019-04-15T11:40:03.200557: step 16931, loss 0.00127398, acc 1
2019-04-15T11:40:03.335240: step 16932, loss 0.000180853, acc 1
2019-04-15T11:40:03.473826: step 16933, loss 1.71325e-05, acc 1
2019-04-15T11:40:03.615447: step 16934, loss 1.97549e-05, acc 1
2019-04-15T11:40:03.755075: step 16935, loss 0.000205289, acc 1
2019-04-15T11:40:03.891708: step 16936, loss 0.00136404, acc 1
2019-04-15T11:40:04.029341: step 16937, loss 0.000108874, acc 1
2019-04-15T11:40:04.165977: step 16938, loss 8.94068e-08, acc 1
2019-04-15T11:40:04.314578: step 16939, loss 8.02333e-06, acc 1
2019-04-15T11:40:04.454203: step 16940, loss 3.20372e-07, acc 1
2019-04-15T11:40:04.591837: step 16941, loss 6.51244e-05, acc 1
2019-04-15T11:40:04.735452: step 16942, loss 2.67612e-05, acc 1
2019-04-15T11:40:04.872086: step 16943, loss 0.00955869, acc 1
2019-04-15T11:40:05.005728: step 16944, loss 0.00686745, acc 1
2019-04-15T11:40:05.141367: step 16945, loss 0.0107965, acc 1
2019-04-15T11:40:05.277004: step 16946, loss 7.34776e-05, acc 1
2019-04-15T11:40:05.424609: step 16947, loss 0.0244425, acc 0.984375
2019-04-15T11:40:05.568226: step 16948, loss 3.8443e-06, acc 1
2019-04-15T11:40:05.710842: step 16949, loss 2.23517e-08, acc 1
2019-04-15T11:40:05.843489: step 16950, loss 7.54831e-05, acc 1
2019-04-15T11:40:05.982153: step 16951, loss 1.21072e-07, acc 1
2019-04-15T11:40:06.119750: step 16952, loss 0.000186386, acc 1
2019-04-15T11:40:06.255386: step 16953, loss 5.34191e-05, acc 1
2019-04-15T11:40:06.397007: step 16954, loss 0.00160449, acc 1
2019-04-15T11:40:06.548602: step 16955, loss 1.27819e-05, acc 1
2019-04-15T11:40:06.700196: step 16956, loss 1.02445e-07, acc 1
2019-04-15T11:40:06.835834: step 16957, loss 5.58793e-08, acc 1
2019-04-15T11:40:06.973465: step 16958, loss 1.16784e-06, acc 1
2019-04-15T11:40:07.112135: step 16959, loss 2.60563e-06, acc 1
2019-04-15T11:40:07.247732: step 16960, loss 3.35276e-08, acc 1
2019-04-15T11:40:07.384367: step 16961, loss 3.11061e-07, acc 1
2019-04-15T11:40:07.528980: step 16962, loss 1.72285e-05, acc 1
2019-04-15T11:40:07.685561: step 16963, loss 3.27822e-07, acc 1
2019-04-15T11:40:07.824190: step 16964, loss 1.39698e-07, acc 1
2019-04-15T11:40:07.957870: step 16965, loss 8.18046e-06, acc 1
2019-04-15T11:40:08.094467: step 16966, loss 5.02278e-05, acc 1
2019-04-15T11:40:08.231141: step 16967, loss 1.32248e-07, acc 1
2019-04-15T11:40:08.365742: step 16968, loss 5.79551e-06, acc 1
2019-04-15T11:40:08.499385: step 16969, loss 0.000236605, acc 1
2019-04-15T11:40:08.650979: step 16970, loss 0.00120573, acc 1
2019-04-15T11:40:08.797590: step 16971, loss 1.06912e-05, acc 1
2019-04-15T11:40:08.935219: step 16972, loss 0, acc 1
2019-04-15T11:40:09.073887: step 16973, loss 0.00141704, acc 1
2019-04-15T11:40:09.211479: step 16974, loss 7.04495e-06, acc 1
2019-04-15T11:40:09.348115: step 16975, loss 0.000171215, acc 1
2019-04-15T11:40:09.490734: step 16976, loss 0.00341557, acc 1
2019-04-15T11:40:09.634348: step 16977, loss 0.000682695, acc 1
2019-04-15T11:40:09.772978: step 16978, loss 4.24678e-07, acc 1
2019-04-15T11:40:09.922578: step 16979, loss 4.19281e-05, acc 1
2019-04-15T11:40:10.061208: step 16980, loss 2.98023e-08, acc 1
2019-04-15T11:40:10.194849: step 16981, loss 0.00055896, acc 1
2019-04-15T11:40:10.333483: step 16982, loss 2.06573e-05, acc 1
2019-04-15T11:40:10.471112: step 16983, loss 2.98023e-08, acc 1
2019-04-15T11:40:10.612732: step 16984, loss 1.06728e-06, acc 1
2019-04-15T11:40:10.753356: step 16985, loss 1.41561e-07, acc 1
2019-04-15T11:40:10.890996: step 16986, loss 1.60187e-07, acc 1
2019-04-15T11:40:11.039590: step 16987, loss 3.93345e-06, acc 1
2019-04-15T11:40:11.180214: step 16988, loss 2.92433e-07, acc 1
2019-04-15T11:40:11.317849: step 16989, loss 1.09199e-05, acc 1
2019-04-15T11:40:11.455478: step 16990, loss 4.0237e-05, acc 1
2019-04-15T11:40:11.595104: step 16991, loss 0.00155462, acc 1
