ratio: 0.1
article_train_X.shape: 1242
article_train_y.shape: 1242
article_test_X.shape: 1384
article_test_y.shape: 1384
Writing to D:\fake_news_detection\runs\1556439652_0.1

2019-04-28T16:20:54.427933: step 1, loss 1.0713, acc 0.609375
2019-04-28T16:38:27.062870: step 1780, loss 0.274403, acc 0.828125
2019-04-28T16:38:27.266226: step 1781, loss 0.257204, acc 0.796875
2019-04-28T16:38:27.472287: step 1782, loss 0.271266, acc 0.796875
2019-04-28T16:38:27.669207: step 1783, loss 0.320617, acc 0.734375
2019-04-28T16:38:27.865834: step 1784, loss 0.252395, acc 0.828125
2019-04-28T16:38:28.057222: step 1785, loss 0.307629, acc 0.765625
2019-04-28T16:38:28.250356: step 1786, loss 0.307883, acc 0.859375
2019-04-28T16:38:28.446272: step 1787, loss 0.311212, acc 0.734375
2019-04-28T16:38:28.636465: step 1788, loss 0.165691, acc 0.90625
2019-04-28T16:38:28.825215: step 1789, loss 0.283486, acc 0.796875
2019-04-28T16:38:29.012900: step 1790, loss 0.269495, acc 0.796875
2019-04-28T16:38:29.192762: step 1791, loss 0.233426, acc 0.859375
2019-04-28T16:38:29.381897: step 1792, loss 0.26256, acc 0.84375
2019-04-28T16:38:29.571336: step 1793, loss 0.323019, acc 0.8125
2019-04-28T16:38:29.729007: step 1794, loss 0.271642, acc 0.9
2019-04-28T16:38:29.913610: step 1795, loss 0.249922, acc 0.84375
2019-04-28T16:38:30.097795: step 1796, loss 0.260331, acc 0.921875
2019-04-28T16:38:30.288478: step 1797, loss 0.334656, acc 0.71875
2019-04-28T16:38:30.471758: step 1798, loss 0.371856, acc 0.734375
2019-04-28T16:38:30.660615: step 1799, loss 0.289626, acc 0.78125
2019-04-28T16:38:30.848082: step 1800, loss 0.252791, acc 0.828125

Evaluation:
2019-04-28T16:38:31.619040: step 1800, loss 1.06469, acc 0.565029, predictions1384

Saved model checkpoint to D:\fake_news_detection\runs\1556440354_0.2\checkpoints\model-1800

2019-04-28T16:38:32.093598: step 1801, loss 0.25558, acc 0.8125
2019-04-28T16:38:32.284803: step 1802, loss 0.239117, acc 0.765625
2019-04-28T16:38:32.472405: step 1803, loss 0.240575, acc 0.828125
2019-04-28T16:38:32.662252: step 1804, loss 0.289011, acc 0.828125
2019-04-28T16:38:32.833935: step 1805, loss 0.272556, acc 0.859375
2019-04-28T16:38:33.012293: step 1806, loss 0.267556, acc 0.90625
2019-04-28T16:38:33.243439: step 1807, loss 0.234961, acc 0.796875
2019-04-28T16:38:33.467213: step 1808, loss 0.261325, acc 0.796875
2019-04-28T16:38:33.664499: step 1809, loss 0.243771, acc 0.8125
2019-04-28T16:38:33.863145: step 1810, loss 0.262805, acc 0.84375
2019-04-28T16:38:34.055441: step 1811, loss 0.271181, acc 0.796875
2019-04-28T16:38:34.245568: step 1812, loss 0.200448, acc 0.921875
2019-04-28T16:38:34.446624: step 1813, loss 0.271011, acc 0.828125
2019-04-28T16:38:34.634677: step 1814, loss 0.339924, acc 0.78125
2019-04-28T16:38:34.820872: step 1815, loss 0.23216, acc 0.875
2019-04-28T16:38:35.000250: step 1816, loss 0.30804, acc 0.84375
2019-04-28T16:38:35.192546: step 1817, loss 0.295547, acc 0.78125
2019-04-28T16:38:35.381096: step 1818, loss 0.224634, acc 0.8125
2019-04-28T16:38:35.581691: step 1819, loss 0.370064, acc 0.703125
2019-04-28T16:38:35.763986: step 1820, loss 0.287369, acc 0.8125
2019-04-28T16:38:35.948514: step 1821, loss 0.207543, acc 0.875
2019-04-28T16:38:36.127299: step 1822, loss 0.276137, acc 0.796875
2019-04-28T16:38:36.317283: step 1823, loss 0.249057, acc 0.859375
2019-04-28T16:38:36.506578: step 1824, loss 0.313232, acc 0.828125
2019-04-28T16:38:36.690790: step 1825, loss 0.243752, acc 0.875
2019-04-28T16:38:36.866819: step 1826, loss 0.209067, acc 0.921875
2019-04-28T16:38:37.045408: step 1827, loss 0.281555, acc 0.765625
2019-04-28T16:38:37.231797: step 1828, loss 0.193288, acc 0.890625
2019-04-28T16:38:37.421488: step 1829, loss 0.288032, acc 0.84375
2019-04-28T16:38:37.614760: step 1830, loss 0.269422, acc 0.875
2019-04-28T16:38:37.800689: step 1831, loss 0.311965, acc 0.75
2019-04-28T16:38:37.994355: step 1832, loss 0.238978, acc 0.84375
2019-04-28T16:38:38.141358: step 1833, loss 0.346343, acc 0.78
2019-04-28T16:38:38.325770: step 1834, loss 0.226564, acc 0.875
2019-04-28T16:38:38.509533: step 1835, loss 0.202768, acc 0.859375
2019-04-28T16:38:38.687004: step 1836, loss 0.335862, acc 0.8125
2019-04-28T16:38:38.864383: step 1837, loss 0.155308, acc 0.84375
2019-04-28T16:38:39.051781: step 1838, loss 0.327719, acc 0.796875
2019-04-28T16:38:39.234608: step 1839, loss 0.209926, acc 0.921875
2019-04-28T16:38:39.414671: step 1840, loss 0.219043, acc 0.84375
2019-04-28T16:38:39.595545: step 1841, loss 0.284193, acc 0.828125
2019-04-28T16:38:39.783561: step 1842, loss 0.269535, acc 0.796875
2019-04-28T16:38:39.965079: step 1843, loss 0.304883, acc 0.796875
2019-04-28T16:38:40.144030: step 1844, loss 0.164775, acc 0.90625
2019-04-28T16:38:40.340816: step 1845, loss 0.325389, acc 0.78125
2019-04-28T16:38:40.524434: step 1846, loss 0.313154, acc 0.734375
2019-04-28T16:38:40.716131: step 1847, loss 0.294028, acc 0.765625
2019-04-28T16:38:40.890006: step 1848, loss 0.251227, acc 0.890625
2019-04-28T16:38:41.061074: step 1849, loss 0.245153, acc 0.8125
2019-04-28T16:38:41.237407: step 1850, loss 0.273894, acc 0.796875
2019-04-28T16:38:41.421611: step 1851, loss 0.295323, acc 0.859375
2019-04-28T16:38:41.609155: step 1852, loss 0.222815, acc 0.84375
2019-04-28T16:38:41.801252: step 1853, loss 0.244089, acc 0.921875
2019-04-28T16:38:41.985993: step 1854, loss 0.343615, acc 0.765625
2019-04-28T16:38:42.178480: step 1855, loss 0.3125, acc 0.796875
2019-04-28T16:38:42.361822: step 1856, loss 0.263308, acc 0.8125
2019-04-28T16:38:42.550546: step 1857, loss 0.278266, acc 0.828125
2019-04-28T16:38:42.745303: step 1858, loss 0.265883, acc 0.828125
2019-04-28T16:38:42.942332: step 1859, loss 0.23432, acc 0.828125
2019-04-28T16:38:43.139039: step 1860, loss 0.331782, acc 0.75
2019-04-28T16:38:43.326765: step 1861, loss 0.379307, acc 0.75
2019-04-28T16:38:43.512942: step 1862, loss 0.246574, acc 0.859375
2019-04-28T16:38:43.690876: step 1863, loss 0.29401, acc 0.84375
2019-04-28T16:38:43.899584: step 1864, loss 0.176873, acc 0.859375
2019-04-28T16:38:44.104253: step 1865, loss 0.227782, acc 0.890625
2019-04-28T16:38:44.301923: step 1866, loss 0.355538, acc 0.765625
2019-04-28T16:38:44.496004: step 1867, loss 0.284688, acc 0.8125
2019-04-28T16:38:44.686416: step 1868, loss 0.30092, acc 0.765625
2019-04-28T16:38:44.872845: step 1869, loss 0.208569, acc 0.84375
2019-04-28T16:38:45.072078: step 1870, loss 0.365079, acc 0.71875
2019-04-28T16:38:45.263563: step 1871, loss 0.283996, acc 0.84375
2019-04-28T16:38:45.421306: step 1872, loss 0.226636, acc 0.82
2019-04-28T16:38:45.608717: step 1873, loss 0.257377, acc 0.84375
2019-04-28T16:38:45.805725: step 1874, loss 0.222274, acc 0.875
2019-04-28T16:38:45.998768: step 1875, loss 0.217925, acc 0.796875
2019-04-28T16:38:46.190405: step 1876, loss 0.275991, acc 0.8125
2019-04-28T16:38:46.379453: step 1877, loss 0.320027, acc 0.8125
2019-04-28T16:38:46.566473: step 1878, loss 0.288856, acc 0.828125
2019-04-28T16:38:46.746928: step 1879, loss 0.322105, acc 0.75
2019-04-28T16:38:46.937448: step 1880, loss 0.225276, acc 0.859375
2019-04-28T16:38:47.126634: step 1881, loss 0.253662, acc 0.859375
2019-04-28T16:38:47.313126: step 1882, loss 0.322235, acc 0.734375
2019-04-28T16:38:47.493746: step 1883, loss 0.410945, acc 0.65625
2019-04-28T16:38:47.675744: step 1884, loss 0.278309, acc 0.796875
2019-04-28T16:38:47.862721: step 1885, loss 0.200834, acc 0.90625
2019-04-28T16:38:48.047298: step 1886, loss 0.247346, acc 0.859375
2019-04-28T16:38:48.237499: step 1887, loss 0.264966, acc 0.859375
2019-04-28T16:38:48.417764: step 1888, loss 0.282543, acc 0.796875
2019-04-28T16:38:48.600734: step 1889, loss 0.263724, acc 0.8125
2019-04-28T16:38:48.804980: step 1890, loss 0.244494, acc 0.890625
2019-04-28T16:38:48.996574: step 1891, loss 0.220564, acc 0.859375
2019-04-28T16:38:49.184107: step 1892, loss 0.226377, acc 0.796875
2019-04-28T16:38:49.364732: step 1893, loss 0.298137, acc 0.8125
2019-04-28T16:38:49.541531: step 1894, loss 0.240958, acc 0.859375
2019-04-28T16:38:49.729530: step 1895, loss 0.276202, acc 0.796875
2019-04-28T16:38:49.912809: step 1896, loss 0.240718, acc 0.859375
2019-04-28T16:38:50.094752: step 1897, loss 0.267769, acc 0.90625
2019-04-28T16:38:50.281441: step 1898, loss 0.263461, acc 0.859375
2019-04-28T16:38:50.456702: step 1899, loss 0.243299, acc 0.890625
2019-04-28T16:38:50.639875: step 1900, loss 0.294348, acc 0.828125

Evaluation:
2019-04-28T16:38:51.412047: step 1900, loss 1.07375, acc 0.557803, predictions1384

Saved model checkpoint to D:\fake_news_detection\runs\1556440354_0.2\checkpoints\model-1900

2019-04-28T16:38:52.034244: step 1901, loss 0.331876, acc 0.828125
2019-04-28T16:38:52.211837: step 1902, loss 0.349404, acc 0.765625
2019-04-28T16:38:52.384624: step 1903, loss 0.298529, acc 0.796875
2019-04-28T16:38:52.563072: step 1904, loss 0.252526, acc 0.84375
2019-04-28T16:38:52.738012: step 1905, loss 0.250547, acc 0.78125
2019-04-28T16:38:52.921369: step 1906, loss 0.307294, acc 0.765625
2019-04-28T16:38:53.103881: step 1907, loss 0.260838, acc 0.78125
2019-04-28T16:38:53.285438: step 1908, loss 0.28089, acc 0.828125
2019-04-28T16:38:53.467390: step 1909, loss 0.214015, acc 0.890625
2019-04-28T16:38:53.645462: step 1910, loss 0.251902, acc 0.8125
2019-04-28T16:38:53.808122: step 1911, loss 0.348877, acc 0.72
2019-04-28T16:38:53.978228: step 1912, loss 0.369844, acc 0.75
2019-04-28T16:38:54.163829: step 1913, loss 0.1835, acc 0.890625
2019-04-28T16:38:54.343187: step 1914, loss 0.307315, acc 0.828125
2019-04-28T16:38:54.523282: step 1915, loss 0.27367, acc 0.828125
2019-04-28T16:38:54.689895: step 1916, loss 0.19418, acc 0.875
2019-04-28T16:38:54.871511: step 1917, loss 0.260958, acc 0.828125
2019-04-28T16:38:55.050817: step 1918, loss 0.324506, acc 0.78125
2019-04-28T16:38:55.225808: step 1919, loss 0.302481, acc 0.75
2019-04-28T16:38:55.401420: step 1920, loss 0.237681, acc 0.859375
2019-04-28T16:38:55.582817: step 1921, loss 0.198981, acc 0.859375
2019-04-28T16:38:55.760174: step 1922, loss 0.298654, acc 0.796875
2019-04-28T16:38:55.931523: step 1923, loss 0.323238, acc 0.859375
2019-04-28T16:38:56.103807: step 1924, loss 0.232421, acc 0.8125
2019-04-28T16:38:56.271753: step 1925, loss 0.311805, acc 0.8125
2019-04-28T16:38:56.452059: step 1926, loss 0.248955, acc 0.859375
2019-04-28T16:38:56.627975: step 1927, loss 0.257347, acc 0.796875
2019-04-28T16:38:56.806038: step 1928, loss 0.281531, acc 0.875
2019-04-28T16:38:56.992647: step 1929, loss 0.27208, acc 0.765625
2019-04-28T16:38:57.179087: step 1930, loss 0.223315, acc 0.875
2019-04-28T16:38:57.362593: step 1931, loss 0.201967, acc 0.890625
2019-04-28T16:38:57.568850: step 1932, loss 0.232031, acc 0.890625
2019-04-28T16:38:57.748983: step 1933, loss 0.249003, acc 0.8125
2019-04-28T16:38:57.935094: step 1934, loss 0.252394, acc 0.828125
2019-04-28T16:38:58.126770: step 1935, loss 0.302551, acc 0.765625
2019-04-28T16:38:58.311939: step 1936, loss 0.284837, acc 0.8125
2019-04-28T16:38:58.484040: step 1937, loss 0.250169, acc 0.859375
2019-04-28T16:38:58.658832: step 1938, loss 0.302484, acc 0.8125
2019-04-28T16:38:58.838719: step 1939, loss 0.305987, acc 0.8125
2019-04-28T16:38:59.013362: step 1940, loss 0.358504, acc 0.75
2019-04-28T16:38:59.204939: step 1941, loss 0.29682, acc 0.796875
2019-04-28T16:38:59.387649: step 1942, loss 0.269227, acc 0.765625
2019-04-28T16:38:59.573943: step 1943, loss 0.245955, acc 0.828125
2019-04-28T16:38:59.763320: step 1944, loss 0.280948, acc 0.84375
2019-04-28T16:38:59.951810: step 1945, loss 0.337157, acc 0.765625
2019-04-28T16:39:00.171219: step 1946, loss 0.253978, acc 0.8125
2019-04-28T16:39:00.375365: step 1947, loss 0.228603, acc 0.859375
2019-04-28T16:39:00.597868: step 1948, loss 0.308448, acc 0.8125
2019-04-28T16:39:00.832500: step 1949, loss 0.265705, acc 0.8125
2019-04-28T16:39:01.009026: step 1950, loss 0.279437, acc 0.84
2019-04-28T16:39:01.210208: step 1951, loss 0.265622, acc 0.859375
2019-04-28T16:39:01.396774: step 1952, loss 0.252932, acc 0.765625
2019-04-28T16:39:01.591068: step 1953, loss 0.205314, acc 0.875
2019-04-28T16:39:01.776832: step 1954, loss 0.305838, acc 0.78125
2019-04-28T16:39:01.971204: step 1955, loss 0.263058, acc 0.828125
2019-04-28T16:39:02.161559: step 1956, loss 0.219635, acc 0.796875
2019-04-28T16:39:02.344407: step 1957, loss 0.308307, acc 0.796875
2019-04-28T16:39:02.537419: step 1958, loss 0.243835, acc 0.890625
2019-04-28T16:39:02.716934: step 1959, loss 0.323871, acc 0.8125
2019-04-28T16:39:02.890497: step 1960, loss 0.291757, acc 0.8125
2019-04-28T16:39:03.086823: step 1961, loss 0.224773, acc 0.890625
2019-04-28T16:39:03.281824: step 1962, loss 0.325339, acc 0.734375
2019-04-28T16:39:03.466105: step 1963, loss 0.321239, acc 0.75
2019-04-28T16:39:03.645005: step 1964, loss 0.235534, acc 0.890625
2019-04-28T16:39:03.830075: step 1965, loss 0.267768, acc 0.859375
2019-04-28T16:39:04.015756: step 1966, loss 0.220178, acc 0.859375
2019-04-28T16:39:04.197359: step 1967, loss 0.320696, acc 0.75
2019-04-28T16:39:04.394735: step 1968, loss 0.222733, acc 0.890625
2019-04-28T16:39:04.580922: step 1969, loss 0.25608, acc 0.8125
2019-04-28T16:39:04.762419: step 1970, loss 0.252304, acc 0.890625
2019-04-28T16:39:04.948779: step 1971, loss 0.204684, acc 0.859375
2019-04-28T16:39:05.136317: step 1972, loss 0.280142, acc 0.828125
2019-04-28T16:39:05.321013: step 1973, loss 0.241555, acc 0.84375
2019-04-28T16:39:05.509522: step 1974, loss 0.291184, acc 0.765625
2019-04-28T16:39:05.692339: step 1975, loss 0.203375, acc 0.890625
2019-04-28T16:39:05.880888: step 1976, loss 0.307609, acc 0.84375
2019-04-28T16:39:06.055878: step 1977, loss 0.265146, acc 0.859375
2019-04-28T16:39:06.231409: step 1978, loss 0.22838, acc 0.859375
2019-04-28T16:39:06.411017: step 1979, loss 0.260695, acc 0.828125
2019-04-28T16:39:06.598884: step 1980, loss 0.26885, acc 0.84375
2019-04-28T16:39:06.783390: step 1981, loss 0.278866, acc 0.828125
2019-04-28T16:39:06.967077: step 1982, loss 0.271662, acc 0.84375
2019-04-28T16:39:07.156661: step 1983, loss 0.313569, acc 0.734375
2019-04-28T16:39:07.346417: step 1984, loss 0.252459, acc 0.765625
2019-04-28T16:39:07.547592: step 1985, loss 0.310934, acc 0.765625
2019-04-28T16:39:07.734864: step 1986, loss 0.27918, acc 0.859375
2019-04-28T16:39:07.946715: step 1987, loss 0.308097, acc 0.765625
2019-04-28T16:39:08.138847: step 1988, loss 0.27892, acc 0.828125
2019-04-28T16:39:08.300022: step 1989, loss 0.299102, acc 0.76
2019-04-28T16:39:08.485126: step 1990, loss 0.250078, acc 0.859375
2019-04-28T16:39:08.671040: step 1991, loss 0.201743, acc 0.90625
2019-04-28T16:39:08.855994: step 1992, loss 0.316153, acc 0.78125
2019-04-28T16:39:09.054959: step 1993, loss 0.261603, acc 0.875
2019-04-28T16:39:09.237177: step 1994, loss 0.247043, acc 0.84375
2019-04-28T16:39:09.423833: step 1995, loss 0.239261, acc 0.859375
2019-04-28T16:39:09.606331: step 1996, loss 0.262239, acc 0.8125
2019-04-28T16:39:09.800797: step 1997, loss 0.289563, acc 0.765625
2019-04-28T16:39:09.977463: step 1998, loss 0.29624, acc 0.78125
2019-04-28T16:39:10.157529: step 1999, loss 0.282516, acc 0.828125
2019-04-28T16:39:10.350208: step 2000, loss 0.261298, acc 0.84375

Evaluation:
2019-04-28T16:39:11.139463: step 2000, loss 1.15086, acc 0.561416, predictions1384

Saved model checkpoint to D:\fake_news_detection\runs\1556440354_0.2\checkpoints\model-2000

2019-04-28T16:39:11.611076: step 2001, loss 0.3089, acc 0.78125
2019-04-28T16:39:11.796255: step 2002, loss 0.315669, acc 0.828125
2019-04-28T16:39:11.980232: step 2003, loss 0.204183, acc 0.828125
2019-04-28T16:39:12.166912: step 2004, loss 0.27568, acc 0.796875
2019-04-28T16:39:12.356570: step 2005, loss 0.256632, acc 0.890625
2019-04-28T16:39:12.543835: step 2006, loss 0.26962, acc 0.828125
2019-04-28T16:39:12.731479: step 2007, loss 0.285574, acc 0.90625
2019-04-28T16:39:12.916094: step 2008, loss 0.345348, acc 0.796875
2019-04-28T16:39:13.096877: step 2009, loss 0.336089, acc 0.78125
2019-04-28T16:39:13.282014: step 2010, loss 0.2446, acc 0.8125
2019-04-28T16:39:13.483406: step 2011, loss 0.283428, acc 0.765625
2019-04-28T16:39:13.682840: step 2012, loss 0.272499, acc 0.8125
2019-04-28T16:39:13.900336: step 2013, loss 0.275379, acc 0.796875
2019-04-28T16:39:14.085528: step 2014, loss 0.309823, acc 0.875
2019-04-28T16:39:14.282354: step 2015, loss 0.200624, acc 0.859375
2019-04-28T16:39:14.472662: step 2016, loss 0.284037, acc 0.734375
2019-04-28T16:39:14.659661: step 2017, loss 0.209129, acc 0.84375
2019-04-28T16:39:14.855634: step 2018, loss 0.245426, acc 0.859375
2019-04-28T16:39:15.068146: step 2019, loss 0.25589, acc 0.796875
2019-04-28T16:39:15.263675: step 2020, loss 0.210256, acc 0.84375
2019-04-28T16:39:15.471471: step 2021, loss 0.331453, acc 0.71875
2019-04-28T16:39:15.661705: step 2022, loss 0.222861, acc 0.875
2019-04-28T16:39:15.846208: step 2023, loss 0.273481, acc 0.75
2019-04-28T16:39:16.045511: step 2024, loss 0.288153, acc 0.828125
2019-04-28T16:39:16.255172: step 2025, loss 0.279789, acc 0.859375
2019-04-28T16:39:16.448805: step 2026, loss 0.22144, acc 0.828125
2019-04-28T16:39:16.639926: step 2027, loss 0.257155, acc 0.875
2019-04-28T16:39:16.826556: step 2028, loss 0.333029, acc 0.78
2019-04-28T16:39:17.031529: step 2029, loss 0.301565, acc 0.8125
2019-04-28T16:39:17.233264: step 2030, loss 0.246137, acc 0.84375
2019-04-28T16:39:17.436805: step 2031, loss 0.260614, acc 0.78125
2019-04-28T16:39:17.626739: step 2032, loss 0.32896, acc 0.78125
2019-04-28T16:39:17.816521: step 2033, loss 0.247512, acc 0.84375
2019-04-28T16:39:18.002148: step 2034, loss 0.325633, acc 0.78125
2019-04-28T16:39:18.211145: step 2035, loss 0.221287, acc 0.828125
2019-04-28T16:39:18.401563: step 2036, loss 0.335279, acc 0.796875
2019-04-28T16:39:18.599309: step 2037, loss 0.284812, acc 0.796875
2019-04-28T16:39:18.786171: step 2038, loss 0.265201, acc 0.796875
2019-04-28T16:39:18.970855: step 2039, loss 0.20848, acc 0.84375
2019-04-28T16:39:19.151354: step 2040, loss 0.243403, acc 0.890625
2019-04-28T16:39:19.340058: step 2041, loss 0.281956, acc 0.875
2019-04-28T16:39:19.527037: step 2042, loss 0.347165, acc 0.765625
2019-04-28T16:39:19.723512: step 2043, loss 0.192596, acc 0.890625
2019-04-28T16:39:19.912093: step 2044, loss 0.334203, acc 0.78125
2019-04-28T16:39:20.092689: step 2045, loss 0.259846, acc 0.828125
2019-04-28T16:39:20.276813: step 2046, loss 0.337099, acc 0.78125
2019-04-28T16:39:20.461392: step 2047, loss 0.270866, acc 0.84375
2019-04-28T16:39:20.641198: step 2048, loss 0.301674, acc 0.84375
2019-04-28T16:39:20.819497: step 2049, loss 0.243945, acc 0.875
2019-04-28T16:39:21.007444: step 2050, loss 0.317127, acc 0.765625
2019-04-28T16:39:21.188946: step 2051, loss 0.351863, acc 0.75
2019-04-28T16:39:21.368301: step 2052, loss 0.314166, acc 0.78125
2019-04-28T16:39:21.556245: step 2053, loss 0.240702, acc 0.828125
2019-04-28T16:39:21.734039: step 2054, loss 0.239687, acc 0.84375
2019-04-28T16:39:21.921759: step 2055, loss 0.250051, acc 0.875
2019-04-28T16:39:22.118094: step 2056, loss 0.23989, acc 0.84375
2019-04-28T16:39:22.303504: step 2057, loss 0.26888, acc 0.71875
2019-04-28T16:39:22.491107: step 2058, loss 0.255907, acc 0.84375
2019-04-28T16:39:22.677088: step 2059, loss 0.280566, acc 0.796875
2019-04-28T16:39:22.860593: step 2060, loss 0.349799, acc 0.6875
2019-04-28T16:39:23.048633: step 2061, loss 0.220334, acc 0.921875
2019-04-28T16:39:23.234744: step 2062, loss 0.240013, acc 0.84375
2019-04-28T16:39:23.431126: step 2063, loss 0.234493, acc 0.875
2019-04-28T16:39:23.614671: step 2064, loss 0.226931, acc 0.875
2019-04-28T16:39:23.802398: step 2065, loss 0.215395, acc 0.875
2019-04-28T16:39:23.987962: step 2066, loss 0.163495, acc 0.890625
2019-04-28T16:39:24.147892: step 2067, loss 0.233219, acc 0.78
2019-04-28T16:39:24.327768: step 2068, loss 0.258083, acc 0.78125
2019-04-28T16:39:24.519200: step 2069, loss 0.319132, acc 0.8125
2019-04-28T16:39:24.705496: step 2070, loss 0.249785, acc 0.859375
2019-04-28T16:39:24.899638: step 2071, loss 0.29652, acc 0.78125
2019-04-28T16:39:25.084102: step 2072, loss 0.201774, acc 0.90625
2019-04-28T16:39:25.271283: step 2073, loss 0.30602, acc 0.71875
2019-04-28T16:39:25.451373: step 2074, loss 0.239313, acc 0.8125
2019-04-28T16:39:25.640486: step 2075, loss 0.234292, acc 0.90625
2019-04-28T16:39:25.832845: step 2076, loss 0.241324, acc 0.84375
2019-04-28T16:39:26.020551: step 2077, loss 0.260289, acc 0.84375
